,rally,receiving_shot,winning_shot,combined
4406,4b39f38b19f28f+18f28h=37*,f2,f2,f2f2
4407,5b28f19f18f39*,f1,f3,f1f3
4408,4f2r2s2s+2f3*,s2,f3,s2f3
4409,4b2s2f1f2y3b3b1*,b3,b1,b3b1
4410,5b2f1f2b3b3b1f1f1*,f1,f1,f1f1
4411,4b1r2f1*,r2,f1,r2f1
4412,6b3s3b1f2*,b1,f2,b1f2
4413,6f2f3y3y^1*,f3,y3,f3y3
4414,5b2f3s2f-3*,f3,s2,f3s2
4415,6f2f1f1*,f1,f1,f1f1
4416,6s2f1f2f2f2f1f2b2*,f2,b2,f2b2
4417,6b2f3b2f2f2b1*,f2,b1,f2b1
4418,5b2b2b3b1r2f+2*,b1,r2,b1r2
4419,5b3b2f2f+1f2z3*,f2,z3,f2z3
4420,6s2b3s2f+1*,b3,s2,b3s2
4421,4s2f+1f1b2*,f1,b2,f1b2
4422,5+f27h37b39*,h3,b3,h3b3
4423,4s+28b3v37s37*,v3,s3,v3s3
4424,6r39s37r+38b19*,s3,b1,s3b1
4425,6r27f+18m1o37*,m1,o3,m1o3
4426,cc5+f2z18f39*,z1,f3,z1f3
4427,5s+29f2z17f37*,z1,f3,z1f3
4428,5b27f+39b2z39*,b2,z3,b2z3
4429,5f27s29f+38r3z18*,r3,z1,r3z1
4430,4f18r27f-38b19*,r2,b1,r2b1
4431,5f27f+38b3v18*,b3,v1,b3v1
4432,4b28f+18f2v37*,f2,v3,f2v3
4433,6b39f29f39f39f39f39b28f38s38f29f28b+38s19*,f2,s1,f2s1
4434,5f39b2f1*,b2,f1,b2f1
4435,6b28f3f3b2f1*,b2,f1,b2f1
4436,5f27f1f1f1f1f1f2s3s3b3f3b3f3*,b3,f3,b3f3
4437,4b38b3f1f2f3b3s3f3b2f3b3b3s1r1r3*,r1,r3,r1r3
4438,5b28b3b1f2f3*,f2,f3,f2f3
4439,5b28b1f3b2b2f2f1*,f2,f1,f2f1
4440,4f29b3y3*,b3,y3,b3y3
4441,4b18f3s+3m2o3*,m2,o3,m2o3
4442,5r37s+1f1v3*,f1,v3,f1v3
4443,5b18f1r2f3b1*,f3,b1,f3b1
4444,5f28f+3s2v1*,s2,v1,s2v1
4445,5b38b3b1*,b3,b1,b3b1
4446,5b28f2f2f2f1f1*,f1,f1,f1f1
4447,5f28b1f1f1f3s3b1f1r+3s1*,f1,s1,f1s1
4448,6b+38s2i1f1*,i1,f1,i1f1
4449,5f28f1f1f2b3b+3b3z1*,b3,z1,b3z1
4450,4f28s2s3b3b1f1f3s2f+1f3*,s2,f3,s2f3
4451,5b28f1f1u+3s3*,f1,s3,f1s3
4452,5f37f3b3s3s3f1f3s3f+1f3z3*,f3,z3,f3z3
4453,5f37b3s3s3f3s3s2s+3b1*,s2,b1,s2b1
4454,4f38s2f1f2f+3s2z^1*,f2,s2,f2s2
4455,4b38f3b1f1f2f3*,f2,f3,f2f3
4456,6b38b3f1r2f3*,r2,f3,r2f3
4457,6f18b1f1b2b3f3b1b3*,b1,b3,b1b3
4458,5b38b3f3b3f3b1b2f+1b2z1m3o3*,m3,o3,m3o3
4459,6b28f+1r1z3*,r1,z3,r1z3
4460,4b38b1s3s2f+1l2o3*,l2,o3,l2o3
4461,6b28f+3m2o1*,m2,o1,m2o1
4462,4b28b2f1b1f1b1f1b3s1f3s1b2f1b1f1b1*,f1,b1,f1b1
4463,5f27f+1m2o1*,m2,o1,m2o1
4464,6b28f3r1u3*,r1,u3,r1u3
4465,5f27s2s+3f1v1*,f1,v1,f1v1
4466,5b28b+1r1h1f-;3m3f;3*,h1,m3,h1m3
4467,6b18f2f3*,f2,f3,f2f3
4468,5f18f3b1r1f+1f1*,r1,f1,r1f1
4469,4s38b2f3s3f3*,s3,f3,s3f3
4470,5r17f+3m2o2l2o1f2f3*,f2,f3,f2f3
4471,6f38s3b3s3b3s2b3f3s3f1*,s3,f1,s3f1
4472,5f28f1r3u3b1v1*,b1,v1,b1v1
4473,6b38b3s3f2f1*,f2,f1,f2f1
4474,6+b28v1f3*,v1,f3,v1f3
4475,5r28f1f1f+3s3z1f1*,z1,f1,z1f1
4476,5f28f1r2f+3b1v;1*,r2,b1,r2b1
4477,6f38s28f19r27f+39*,f1,r2,f1r2
4478,4f29b27f+18f2z38*,f2,z3,f2z3
4479,4b29b27f+18f17*,b2,f1,b2f1
4480,5b28f38b37y37s-39m3o37*,m3,o3,m3o3
4481,4b27b27s38s39s19f27f18f39b37y;37s-2v=18*,f3,b3,f3b3
4482,5b28f39b37s39b28f19*,b2,f1,b2f1
4483,c5r28f3b2f3s3b+1f1*,s3,f1,s3f1
4484,6b28f1f2y3s3b2v1*,b2,v1,b2v1
4485,6b38b3b+3b2h2b1*,h2,b1,h2b1
4486,5f28f3b3f1*,b3,f1,b3f1
4487,5s38s1f1f2s+3b2v3m2o3s2f3m2o3*,m2,o3,m2o3
4488,5f28f2b2f+1r2z1m2*,z1,m2,z1m2
4489,4f28b3s3f3*,s3,f3,s3f3
4490,5b28f3s3s+1f1v2f3*,v2,f3,v2f3
4491,c5f37f1f3f2f3f1*,f3,f1,f3f1
4492,5b28f1f1f1f3*,f1,f3,f1f3
4493,c5f38b2f3f3f2f1f2b3*,f2,b3,f2b3
4494,4f28b2u3f1f1*,f1,f1,f1f1
4495,5f28b;18f18b38s18s19f18b38*,f1,b3,f1b3
4496,4b28f18f39*,f1,f3,f1f3
4497,5b19f17b18f+38*,f1,b1,f1b1
4498,6f28f29f28f39f28f+18m1o38*,m1,o3,m1o3
4499,6b29f29f38f37f38f18b29f18b29f28f37s39f19r37u-17*,f1,r3,f1r3
4500,6f29b29f39f17f38*,f1,f3,f1f3
4501,4b18f38r2j18m2o38*,m2,o3,m2o3
4502,4b28s18b38s28f38b19*,f3,b1,f3b1
4503,6b28b29b28f19*,b2,f1,b2f1
4504,6b18f19b39b38f38b37*,f3,b3,f3b3
4505,5f17b19f28b29b28f28f17s39b38f19*,b3,f1,b3f1
4506,6b29f29b18f18b19f29f38b39r28f17*,r2,f1,r2f1
4507,6s18b18f18b18f39*,b1,f3,b1f3
4508,6s38f3b2y3s3*,y3,s3,y3s3
4509,6b28f2b1f3b3b3s3b+1f1*,s3,f1,s3f1
4510,6b28b3b2y+1*,b3,b2,b3b2
4511,6f38f1f1f1f3b+3s2z1*,s2,z1,s2z1
4512,5b28f3s3b+1f1*,s3,f1,s3f1
4513,4b37b1r2f1f2f3*,f2,f3,f2f3
4514,5f18f2f3*,f2,f3,f2f3
4515,6b+28b2v3b1*,v3,b1,v3b1
4516,4s38b3b1*,b3,b1,b3b1
4517,4b37b1f1f3s3b3s2f3b3b2f3b2s1r+3b3*,s1,b3,s1b3
4518,4b39f28f39*,f2,f3,f2f3
4519,5b29f27f+39b;17h^17r-39m2o37*,m2,o3,m2o3
4520,4f17r28s29f37*,s2,f3,s2f3
4521,5f29b19f18f38*,f1,f3,f1f3
4522,5b28b28s38s39s39f38s38s39f18f39s39f+39s2z17*,s2,z1,s2z1
4523,5b37s38s39f19*,s3,f1,s3f1
4524,4b29f18r27f+39m29o=38*,r2,m2,r2m2
4525,5f27f3b3b2f+1f1v3*,f1,v3,f1v3
4526,5f37b+3s3z2*,s3,z2,s3z2
4527,6b27f1f1f+2b3*,f1,b3,f1b3
4528,4b37s2r+2f3z3*,f3,z3,f3z3
4529,5s38b3f3b2s3b3f1*,b3,f1,b3f1
4530,4s38f3b3b3s2f3s2f+3b2v1*,b2,v1,b2v1
4531,5b29f3y1*,f3,y1,f3y1
4532,4b38b2f3b3s3s1f1r3b1u2*,b1,u2,b1u2
4533,6s28f;1f3m2o3*,m2,o3,m2o3
4534,6+b28i1f1*,i1,f1,i1f1
4535,6f29f28f38b28f38b38s28f38s38b39s39b38b29f17f17f19f+38s3z^17*,f1,s3,f1s3
4536,4f29b27y+17r-3z37*,b2,z3,b2z3
4537,5f29b19r27u-27*,b1,r2,b1r2
4538,5b28f19f19f39b29b19f28f28b28f+19f2v37*,f2,v3,f2v3
4539,6f38s37y37s-19f18*,y3,f1,y3f1
4540,5f27f38m29o=+38*,f3,m2,f3m2
4541,6f29f38s39u37*,s3,u3,s3u3
4542,5b28f19f28f38b29f27f29f29f18f29b39s27s38y+17r-17f2z27*,f2,z2,f2z2
4543,5b38s29f39b38b29f18f+17r1v39m3v17*,m3,v1,m3v1
4544,5b29f29f38b29f18f18f39*,f1,f3,f1f3
4545,6b29f18u37s-39m1v17*,m1,v1,m1v1
4546,5b28b38s38f38*,s3,f3,s3f3
4547,5b19f29f29s38u17r-1v2z39*,v2,z3,v2z3
4548,6b19f2f2f2b2b2b2f3b1f2s+3s3z3*,s3,z3,s3z3
4549,4b27f+1l2o3m1o=2*,o3,m1,o3m1
4550,6f28b2f1f2f1*,f2,f1,f2f1
4551,6b28f3b1f1f3b2b3b2f1f2f2f2b3s1f-3*,b3,s1,b3s1
4552,4f19f3b3y1f-3*,b3,y1,b3y1
4553,5b29f2f1f3*,f1,f3,f1f3
4554,4f19f2s2b2y1*,b2,y1,b2y1
4555,6f27b3s2f+1l1o3*,l1,o3,l1o3
4556,4f29b2f1f1f2b3s2s1f3*,s1,f3,s1f3
4557,6b28b3b3b1*,b3,b1,b3b1
4558,4f28f3s3b3b2f2f3s1f3*,s1,f3,s1f3
4559,6f38b3s3b2f+3m1o1*,m1,o1,m1o1
4560,5b28b2b1f3s2v1*,s2,v1,s2v1
4561,4f29b2f2b3*,f2,b3,f2b3
4562,6b27f+3b1v1*,b1,v1,b1v1
4563,5f29b2b2f1f;1*,b2,f1,b2f1
4564,5b28f1r+2m2o1*,m2,o1,m2o1
4565,4b28f1s2f3f3f1*,f3,f1,f3f1
4566,4s27s3b3f3s+1m2o3*,m2,o3,m2o3
4567,4s37f+1f2z3*,f2,z3,f2z3
4568,4b+39s3r2j1*,r2,j1,r2j1
4569,4s28f3b2b3s1s+3b3*,s1,b3,s1b3
4570,4r18b1f1b1f1b1f1b1f1b2f2f1*,f2,f1,f2f1
4571,4b38s2f3f3f1*,f3,f1,f3f1
4572,6f18f+3f2v1*,f2,v1,f2v1
4573,6s27f+1b1z3*,b1,z3,b1z3
4574,5b28f3s3f3b3f3f3f2f+1b;3*,f3,f2,f3f2
4575,5s28f3b1b+1h3*,b1,h3,b1h3
4576,6s18b3b3*,b3,b3,b3b3
4577,6s28b1f3f3y+1b1v3*,b1,v3,b1v3
4578,6f27f+1b1h1s3m3*,s3,m3,s3m3
4579,5+f38z1m2*,z1,m2,z1m2
4580,6f28f3f3s3*,f3,s3,f3s3
4581,6b28f3f1f3f2f1b1f1b1f1b3s3f3b+1s2v3f2z^1*,v3,f2,v3f2
4582,5f18b1f2f2y+1s1v3*,s1,v3,s1v3
4583,4b28f2f3*,f2,f3,f2f3
4584,5f27s+39b3v19l2o=39*,v1,l2,v1l2
4585,6b17s+39m2o17*,m2,o1,m2o1
4586,6s28s28s19s19*,s1,s1,s1s1
4587,5f27f39s29f;17*,f3,s2,f3s2
4588,6s27f+38b2v17*,b2,v1,b2v1
4589,5b29f2b2f1f1f2b3s3f1r2f1f1f1f2b3b3f;1*,b3,b3,b3b3
4590,5b38b3s3b2f3*,b2,f3,b2f3
4591,6f29f2f3b2f1f1f+2s3z2j=3*,s3,z2,s3z2
4592,4+b3z3b1v1*,b1,v1,b1v1
4593,5s37b3b3b2f+3b3*,b2,b3,b2b3
4594,5f29b2f1r2u+3s3z1*,s3,z1,s3z1
4595,4s39b3s2b2f3b3f3b3f2b2f3b2u3*,b2,u3,b2u3
4596,5f28b2f1f2b3b3s3b2f2u+3b3*,f2,b3,f2b3
4597,5s37b3f1f1f3b3s1f3b1*,f3,b1,f3b1
4598,5s37s3f3b3f3*,b3,f3,b3f3
4599,4b37b2f3*,b2,f3,b2f3
4600,6f28f1f2b3*,f2,b3,f2b3
4601,4f19f2f3*,f2,f3,f2f3
4602,c5b29b2f3*,b2,f3,b2f3
4603,6f28f1f3b3*,f3,b3,f3b3
4604,5s38b1f1f1f3*,f1,f3,f1f3
4605,4f28f+1f1v3b1*,v3,b1,v3b1
4606,5s38b3b2f1f1u2*,f1,u2,f1u2
4607,4b28b3b3b3f2b3b2f2f1f1f1f2b3s3b3b3b2f3b3s3b2b3b2s2f3b3b2f1r2f1f1f1f2b1*,f2,b1,f2b1
4608,5b28f3b3b2f3b3b1*,b3,b1,b3b1
4609,4f28b3s3b2f3b3s1f2f1f1f2f1f3b3s3b3f;3s1f+3*,b3,s1,b3s1
4610,4f28b3b2r3b3b2f1f2b3s3f3s3b3b2f1f1f2y1f+3*,f2,y1,f2y1
4611,6f38b2f2b2s3b3b3b2b3b1f2b3b3y1f-1v2*,y1,v2,y1v2
4612,5b28f3s3f+1*,f3,s3,f3s3
4613,4b38b3b3f1f1r2s3s3b3y3b-3b2f-1l2o1*,l2,o1,l2o1
4614,5b28s3b2s3z^1f2z1o2*,z1,o2,z1o2
4615,4b38b2f3*,b2,f3,b2f3
4616,6s28b2f3b3b1f2f+1f1f-3*,f2,f1,f2f1
4617,4b38b3y+1f-1v3*,b3,v3,b3v3
4618,5b18f2f3*,f2,f3,f2f3
4619,6f38b3b;1f3b3b3b3b2f2u+3*,b2,f2,b2f2
4620,4f38b3s3b3b3b3b3b3f3b3f3b1*,f3,b1,f3b1
4621,5f37b1b;1f+3l3o2*,l3,o2,l3o2
4622,c5f37b3f3f+1s1v1s-3*,s1,v1,s1v1
4623,4b28f3b3*,f3,b3,f3b3
4624,4f29b1f3f3b1*,f3,b1,f3b1
4625,4f17b2f2f2f1*,f2,f1,f2f1
4626,5b28f2b3f3b3f3b3f3b1b1f3*,b1,f3,b1f3
4627,5b38b3b2f2f3b3b3b3f+3s2v2m2o1*,m2,o1,m2o1
4628,4b37b3b3b3s3b3s2b+3s3z1f1*,z1,f1,z1f1
4629,6f38b+3b2v1*,b2,v1,b2v1
4630,6f29f3b3b3b1f2f1f2f2f2f1f2f+3s3z^3*,f2,s3,f2s3
4631,5b28b2b3b3b3b3b2f3b3b3b3b3b3s3b3b3b3b3b3b3b3b3b3b3s3b2b3b2s+3s1r3m3o3*,m3,o3,m3o3
4632,6b29f3b3b3f1f1f2f3s2u3s1l+2f1*,s1,f1,s1f1
4633,4b;37b3b3b2s3b2s3b2f3b3s3b3s3b2b3b2b1f1f+3m2o3*,m2,o3,m2o3
4634,6f28f1f2f+3m2o1*,m2,o1,m2o1
4635,6f28f1f1f1f1f+3s1j3*,s1,j3,s1j3
4636,5f38b2f1*,b2,f1,b2f1
4637,5f17f1f+3s3z1*,s3,z1,s3z1
4638,4s38b3f3b3f3b;1*,b3,f3,b3f3
4639,6b38b3b3b2f3b3b3b3b2f;3*,b3,b2,b3b2
4640,5f29f1f2b1r2j=+2b3z1*,b3,z1,b3z1
4641,6b29f3b2f1f1f3*,f1,f3,f1f3
4642,5f38b2u3b-3m2o2*,m2,o2,m2o2
4643,4f37b+2s2v1*,s2,v1,s2v1
4644,5b39b2f1*,b2,f1,b2f1
4645,5b+37s3z1l3o3*,l3,o3,l3o3
4646,6+s3z3b2*,z3,b2,z3b2
4647,4s37s+1f3z2f3*,z2,f3,z2f3
4648,5f28b3s2f1r2f3*,r2,f3,r2f3
4649,5f28f1f2s+3b3*,f2,b3,f2b3
4650,6f28f3b3b3b3b3y1f-3*,b3,y1,b3y1
4651,5f18f2f+3b2v^1*,f2,b2,f2b2
4652,6f28b3f2f3s3s+1l3z3*,l3,z3,l3z3
4653,5b29f1f1f2b3b3f3b2f2f3b3b3b3b1f2b3*,f2,b3,f2b3
4654,5b28b3b3y1u-1f-2*,b3,y1,b3y1
4655,6f29f2f3b2f3b1*,f3,b1,f3b1
4656,4f17f2b3b1f1f+3b2z1f1*,z1,f1,z1f1
4657,5b28f3s1f1f2b3b2f2f1f1f3s2f3s2f1f2f+3b1v^1*,f2,b1,f2b1
4658,5f28b2s2f3s3s2b1f1f1f1f2f3*,f2,f3,f2f3
4659,4f27y3s+1l2t3t1v1*,t1,v1,t1v1
4660,4f28b2b2b2f2f3s2y+3b-3z3z3*,z3,z3,z3z3
4661,5f28f1f3*,f1,f3,f1f3
4662,5b37b2s3s2s2f1*,s2,f1,s2f1
4663,4b37b;1r1f3b3s1f+3m2o3*,m2,o3,m2o3
4664,5f29s2f3s3f3*,s3,f3,s3f3
4665,4f28f2f2b2f2f1f2f1f2f1r2f+3m2o3m2o3*,m2,o3,m2o3
4666,4f38b3b3b2f1f1f+3m2o3m3o3l2o3*,l2,o3,l2o3
4667,5b38b2f3b3s2f+3*,b3,s2,b3s2
4668,6f27f1f2f1*,f2,f1,f2f1
4669,5b17f1f2b3s3u+3y3*,s3,y3,s3y3
4670,4f18b2f3*,b2,f3,b2f3
4671,6b19f2f2b2f2f1s2f3*,s2,f3,s2f3
4672,4b18f1b2f2f1f1f3b2f1*,b2,f1,b2f1
4673,5f28f+1f2v3*,f2,v3,f2v3
4674,4b38f+1f;2i2f3*,i2,f3,i2f3
4675,5f28f2b2f1b1f1b3b3f2f1*,f2,f1,f2f1
4676,4b18f1y1f-1*,f1,y1,f1y1
4677,6f39f2f2f+1f3v^3*,f2,f3,f2f3
4678,6b28f2b3f1*,b3,f1,b3f1
4679,5f28f3b2f+3s2v^3*,b2,s2,b2s2
4680,4f19b3b1*,b3,b1,b3b1
4681,6b27f1s2f+1*,f1,s2,f1s2
4682,6b29f2f1f2f+3*,f1,f2,f1f2
4683,6b28f1b1f1b1f3f3*,f3,f3,f3f3
4684,4b18f1b1f3*,b1,f3,b1f3
4685,6b18f1b1f1y3*,f1,y3,f1y3
4686,5b29f1b1*,f1,b1,f1b1
4687,4f29b2f+1f2i1f3*,i1,f3,i1f3
4688,5f28f;1f+3m2o1*,m2,o1,m2o1
4689,5f39b3f1*,b3,f1,b3f1
4690,4b38b2f1*,b2,f1,b2f1
4691,5b28f1f1f1f+2b1v^1*,f1,b1,f1b1
4692,6b29f18f18f18f39*,f1,f3,f1f3
4693,5b18f38s37u-17r-17f29*,s3,f2,s3f2
4694,6b19r39b39b29f19f17f18f18*,f1,f1,f1f1
4695,4f39+s3z19f2v37*,f2,v3,f2v3
4696,4b38b39b18*,b3,b1,b3b1
4697,6b38b39b38s19f18f39*,f1,f3,f1f3
4698,5b19f17f17f29b19r38s39b38b38s39b18f19f29b38b38b;18f19f18f38b38b28s28f18f18f39*,f1,f3,f1f3
4699,6b28b38b28s18f29b38*,f2,b3,f2b3
4700,5b18f28y17f;38*,f2,y1,f2y1
4701,5b29b38b39b38b39b;37s-39b18*,b3,b1,b3b1
4702,5b19f27u-37m-39b2v17f-39*,b2,v1,b2v1
4703,5b28f39+m27o38m2o17*,m2,o1,m2o1
4704,4b18f18b18l39f37s18f19f17y37*,f1,y3,f1y3
4705,5f29b28f18m2z18b19*,z1,b1,z1b1
4706,4b39b28f19f18b28f39f29f;18+s3z18m39*,z1,m3,z1m3
4707,6b38f39f18*,f3,f1,f3f1
4708,5f37f19r17f39+m37o18*,m3,o1,m3o1
4709,4b27f19f18y37*,f1,y3,f1y3
4710,6b29f18b18*,f1,b1,f1b1
4711,6f37b29f18f37f37s19b39*,s1,b3,s1b3
4712,4s29f17b29f38f37b39f19f18b19f18b18f28f39+m2o17*,m2,o1,m2o1
4713,5b17f39f37s38f19+f2z^37*,f1,f2,f1f2
4714,5b18f17s39s29f18f28f19*,f2,f1,f2f1
4715,5b18f19b38y17+*,b3,y1,b3y1
4716,5b19f17y37*,f1,y3,f1y3
4717,5b29b17f19+b1v37*,b1,v3,b1v3
4718,4f28b38s18b;17f39+l3o=39*,f3,l3,f3l3
4719,6b38f38b19s17f-38l2o17*,l2,o1,l2o1
4720,4b39s37r37b19+m2o37*,m2,o3,m2o3
4721,5b27f38b38f19r38f17*,r3,f1,r3f1
4722,4b27b18+f1z39*,f1,z3,f1z3
4723,6r27f39+b2z18l1o28*,l1,o2,l1o2
4724,6b29f28b39*,f2,b3,f2b3
4725,4f28f39s38f39s27f19+f1v^27*,f1,f1,f1f1
4726,5r28f18+l18o19*,l1,o1,l1o1
4727,5b29f39f38b28f19f19f18f18r38f38s28f18+f3z^37s-3z28*,f3,z2,f3z2
4728,6b19i27f18+f18*,f1,f1,f1f1
4729,5s38f18f17f19f29b29f18r29f38s39f38s28f39+b3z19f17+h37b3z28*,b3,z2,b3z2
4730,6b28f39+m2o38*,m2,o3,m2o3
4731,5s37s39+f19*,s3,f1,s3f1
4732,6b27s19f28y-17*,s1,f2,s1f2
4733,6f29f28f19+l3p38b18*,p3,b1,p3b1
4734,5b29f29b18*,f2,b1,f2b1
4735,4f28f39+s2z38*,s2,z3,s2z3
4736,6s39b38b28f19f17f17*,f1,f1,f1f1
4737,6f38s27f39+*,s2,f3,s2f3
4738,6b28f38s39f19*,s3,f1,s3f1
4739,5f29f38s29f18f18b39+s1z17*,s1,z1,s1z1
4740,5b29f38f39b38f18f17b39*,f1,b3,f1b3
4741,4r28f19+l1o17*,l1,o1,l1o1
4742,5f37b38f38b28f19*,b2,f1,b2f1
4743,6b39s19f38b29f39b38f28f18b28f28f38*,f2,f3,f2f3
4744,5f27b38f39b29b19r17f-38b3v27*,b3,v2,b3v2
4745,6b28f38+f18*,f3,f1,f3f1
4746,5b38b38s28f19*,s2,f1,s2f1
4747,4b29f29f39b;37y17*,f3,y1,f3y1
4748,5f28b29f39b39f38b39b28f18f18f18f39b37y17f-39s2p;17*,y1,s2,y1s2
4749,5f28b37s28f39b39f37b39b38b28b38b19f;37b27b19f39b39b38b39b39b38s38f18f18f18f19f28f;37*,f1,f2,f1f2
4750,5b39f39b37s29f19f17f38b38b38b18f17f39+b3z18*,b3,z1,b3z1
4751,5b29f38b29f39b29f38b38b39b28f19f18f19f38b28b28b39b29f18f39b37y17u-17*,b3,y1,b3y1
4752,5b38b28b28f29f28f19f18f19f18f18r37y17*,r3,y1,r3y1
4753,6f18f27b39+s3z18*,s3,z1,s3z1
4754,6b39b37b39b39b38b28b38b38b37b28f39b37b38b28f18f18f38+s2v19*,s2,v1,s2v1
4755,4f18f2s3f1f2f2f3b1f1f1*,f1,f1,f1f1
4756,6b19f2s+3b3z^1*,f2,b3,f2b3
4757,4b38s3f+1f2z^3*,s3,f2,s3f2
4758,4b29f3s2f3b3f+1*,f3,b3,f3b3
4759,4f38b27f19*,b2,f1,b2f1
4760,5f38b38f17f17u+27*,f1,f1,f1f1
4761,5f29b39s39b39b38b18*,b3,b1,b3b1
4762,5b28f38b38b18f29f18f19f38s29b38b18f28b19f29b39b38s39s39b27f38+m2o38b2v^37s-37s-28f2z^37*,b2,f2,b2f2
4763,c5f29f27s39f39b38f38b38s38s39f38b19f19f18f18f19f39b38b18f17f38*,f1,f3,f1f3
4764,5f29f39s28f18f19f18f19f38b38s38b29f38b29f28f37s28f39b38b18r18f39b39b29f19f17u17r-38b3z19*,b3,z1,b3z1
4765,5f38m17o27*,m1,o2,m1o2
4766,5f28b38b38b38b38y17*,b3,y1,b3y1
4767,4b28f19f17u27*,f1,u2,f1u2
4768,4f38b38s19f39*,s1,f3,s1f3
4769,6b39b29b18f39*,b1,f3,b1f3
4770,5b28f19f18f29b28b39b38b39b28f29f39b18f18f38s38f18*,s3,f1,s3f1
4771,5f28f38b38*,f3,b3,f3b3
4772,5b29f29f37f37b27f18f19b27s19s38s;18s39+b1z17*,b1,z1,b1z1
4773,4f18b29b29f27b18b28f38f37s29+b3z39*,b3,z3,b3z3
4774,5r27f39b3v17f18*,v1,f1,v1f1
4775,6b27f19+b17*,f1,b1,f1b1
4776,5f27b29f27f38b39f28f38+f2b38*,f2,b3,f2b3
4777,6b27f28l2o18*,l2,o1,l2o1
4778,6b29b18b29f19b27f39*,b2,f3,b2f3
4779,4f28b29b37f38b37f18*,b3,f1,b3f1
4780,5b28b28f39b28f19*,b2,f1,b2f1
4781,5f17b18f39r28u37+r-2v18*,u3,v1,u3v1
4782,5f28f29f38f39b38f37f37f18*,f3,f1,f3f1
4783,6b28f38+f1f17*,f1,f1,f1f1
4784,6f38b19+s1v^37*,b1,s1,b1s1
4785,6b27f39+f3z^37r1v1z27*,v1,z2,v1z2
4786,6f28b39b18b;28s29+b3z29b1v27f-2z3v1v1z2z3v17*,z3,v1,z3v1
4787,4f28b+3m2o1*,m2,o1,m2o1
4788,6b18f1f3*,f1,f3,f1f3
4789,4b38b3f3b3f3b3f2f3b3b3s3b3b3b3b3b2f3b3b3b3y+1*,b3,b3,b3b3
4790,5b29b2y1u-1f-3*,b2,y1,b2y1
4791,5s18f1f2f2b2b1f1f2b3b2f+1l3o3*,l3,o3,l3o3
4792,4f29f2b+3b1*,f2,b1,f2b1
4793,4b27f1f1f2b1f2b1*,f2,b1,f2b1
4794,5b28f1f1f1f3s3b;3s+3b3z1*,b3,z1,b3z1
4795,4f27f2f1f1f+3m1o3*,m1,o3,m1o3
4796,6b29f1f2y+1r-3z2o1*,z2,o1,z2o1
4797,6b18f1f3b2b1f1f2b2s1f1f1f+3m1o3*,m1,o3,m1o3
4798,4b29f3y1u-1u-;1*,f3,y1,f3y1
4799,6s29f1f1f1f!2o=3*,f1,f1,f1f1
4800,6b38s;3s+1f2v1v=2v3*,v1,v3,v1v3
4801,5b37b+1f3z3*,f3,z3,f3z3
4802,4f18f3b;2f1f2f1r2f+3b2v^1f-1*,r2,b2,r2b2
4803,4+b3z2f1v2f3z1*,f3,z1,f3z1
4804,4f28b+3b2z2l3*,z2,l3,z2l3
4805,5b18f1f3b3b3f3b2f1f1f1r2b3b2s3s2f3b3s3b1f1f2*,f1,f2,f1f2
4806,6b39s3b3b2b1f3*,b1,f3,b1f3
4807,4b28f1f1f3*,f1,f3,f1f3
4808,4f18f3b2f1*,b2,f1,b2f1
4809,4b38b3b3b2u3y-1f-1*,b2,u3,b2u3
4810,4b28b1f2b3b3s3s3s2b2b;1r2f1f1f;3*,f1,f1,f1f1
4811,4f28f3b3b1f2y1f-3m2o2f1*,o2,f1,o2f1
4812,6b37s39s38f39b38f38s28f39+s3z39*,s3,z3,s3z3
4813,4f18r19f18f38+b2v17*,b2,v1,b2v1
4814,5s39+b2v19*,b2,v1,b2v1
4815,5b38+m3o37b2v39m2o38*,m2,o3,m2o3
4816,6r27f39+m1o37*,m1,o3,m1o3
4817,4f27f37y27*,f3,y2,f3y2
4818,6b38f19f17f39+b2v17*,b2,v1,b2v1
4819,c6s39b18f38b28+b2z38f39*,z3,f3,z3f3
4820,5f29f29f37*,f2,f3,f2f3
4821,6b38f18f28f38b28f18f38b18f29f29f18f18r38b39+*,r3,b3,r3b3
4822,4b18f2f1*,f2,f1,f2f1
4823,4b28b2f2f1*,f2,f1,f2f1
4824,4b28f3b1b1f1b+3s3v1*,s3,v1,s3v1
4825,4+f2z1b-3z3*,z1,z3,z1z3
4826,c5b28f3b3f1*,b3,f1,b3f1
4827,5b28f1f2f3b3f2f1s2b+3f1v^1*,s2,f1,s2f1
4828,5f28f1f1b3s1f1f3*,f1,f3,f1f3
4829,5f38f1f1b3b2f1f1b3*,f1,b3,f1b3
4830,5f28f2b;1u3*,f2,u3,f2u3
4831,5f29f2b1f1b2b3f3b1b1*,b1,b1,b1b1
4832,5b18b1r1f+3*,b1,r1,b1r1
4833,5f37b1b1f1b2b2f3b3f3b2f1f1s2s+3f1*,s2,f1,s2f1
4834,4f38b+1s2v3*,s2,v3,s2v3
4835,4f27s2b+1b3z3*,b3,z3,b3z3
4836,6b19f1b1f3r3b1b1f1b2*,f1,b2,f1b2
4837,5b28f3b2f2f1*,f2,f1,f2f1
4838,5b38s3s2f+1*,s3,s2,s3s2
4839,5b29f2f3s2f+1l2v3*,l2,v3,l2v3
4840,5b38s3f3b3b3f1*,b3,f1,b3f1
4841,5b18f18b18f38f37b19+*,f3,b1,f3b1
