,combined,total_occurrences,num_of_winners_or_forced_errors,percentage_of_winner,percentage_of_total_occurences_of_combination,percentage_of_overall_winner
613,i2m3,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
612,s+2b2,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
611,u3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
610,y1u-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
609,f-3m1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
607,s2o2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
606,v1v3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
577,o2f3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
608,s2r1,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
575,f+3f2,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
535,m2o=1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
546,v3b;1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
545,b2y1,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
544,b2h3,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
543,o3m3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
542,f1u3,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
541,f3y2,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
540,s3s+2,4,0,0.0,0.00017450484250937964,0.0
539,r2z1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
538,h3s1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
537,z2r1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
536,i3z1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
534,b2f;1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
548,m2t3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
533,f2s1,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
532,v1z3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
531,i2b2,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
530,b-3z1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
529,f3z^2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
528,i3s3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
526,z2f-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
525,i2l1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
524,h1b3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
523,i3m1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
574,b3u1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
547,b3r2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
527,l3p2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
549,z3f2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
562,m3t1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
573,r-3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
572,y3s-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
550,s-1v3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
571,s1f-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
569,r2f-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
568,s-1z1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
567,y3s1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
566,b2u1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
565,f-3s1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
564,s3u+3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
563,b1u1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
570,b1f+1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
561,b-1f1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
555,y+1r1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
560,o1b3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
552,f-3m2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
551,m2p3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
554,l1o=1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
553,f3o3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
556,o3b2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
557,y3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
558,h2b2,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
559,m1p3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
748,b3f+3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
749,f1f-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
750,r-3b1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
751,o3s3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
752,f1u+2,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
753,m3f3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
754,y+1b3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
755,y1r3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
767,m1p1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
760,o2s1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
756,z^3s3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
757,s1h1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
758,b3f;1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
759,f-1v2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
761,s3s-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
762,u3b-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
763,l1o=3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
764,f2u1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
765,y+1r-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
746,r3b+1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
766,r3m3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
747,l2o=1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
735,b3m1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
745,p3b3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
744,u+3b-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
724,y-3s-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
769,l3p1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
725,j3b3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
726,b3b;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
727,f+2l2,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
728,z2j1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
729,f-3z2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
730,l3o=3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
731,b+2f3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
732,r-3z3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
733,z3b;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
734,s-3b1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
737,s-3s1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
738,f3b;2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
739,f1f;2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
740,v3f-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
741,f1u1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
742,f-3l3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
743,b-1v2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
768,s2z^3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
795,b2h1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
770,f1l1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
805,s1z2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
796,b1v^2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
797,u+1f-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
798,z^3f-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
799,b;3y1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
800,v3z1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
801,s2y1,3,0,0.0,0.00013087863188203472,0.0
802,i1s3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
803,b3s+3,3,0,0.0,0.00013087863188203472,0.0
804,f-1f2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
806,v2b;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
771,s-1l3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
807,r1l1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
808,h1f2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
809,b3h1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
810,y+1r3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
811,f;1f2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
812,v^1f3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
813,h2f-3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
814,f2h2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
722,z1s2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
794,s3o3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
793,b3b+3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
792,y1s-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
791,r2z2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
772,f3l3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
773,y+1f-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
774,b-3b1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
775,z3v1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
776,t2v1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
777,y+3s3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
778,p1b1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
779,v3r1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
780,f+1r2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
781,f1l3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
782,f+3l3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
783,b1y3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
784,m-2o3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
785,r-1f-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
786,s-1b1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
787,f3i2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
788,s2y+1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
789,r+3f1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
790,r2r3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
723,s3i3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
736,l2o=3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
721,m3v1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
662,f1u2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
653,s2b2,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
654,z^1f3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
655,r2j1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
656,l3f1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
657,s1l2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
658,f;3b3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
659,f3b;1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
660,m2f3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
661,s3v3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
663,b2u+3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
674,m1o=3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
664,z2l1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
665,m2v1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
666,b-1z2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
667,i2m2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
668,s3y-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
669,y+2f-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
670,b1v;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
671,v1m3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
672,l2j3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
652,j+1f1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
651,f3m3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
650,z3k1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
649,f+3b;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
720,b3s+1,3,0,0.0,0.00013087863188203472,0.0
630,h3f-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
631,b+2f2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
632,b1s+3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
633,i3b2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
634,f-3z3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
636,y+3b-1,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
637,f-1z3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
638,y+2s3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
639,f2u2,3,0,0.0,0.00013087863188203472,0.0
640,b2y+1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
641,z2o1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
642,r2y3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
643,m2j1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
644,f1y+3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
645,z1h1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
646,v1v1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
647,b+1r3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
648,y+1f-1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
673,r3s+1,3,0,0.0,0.00013087863188203472,0.0
635,u-1f-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
675,f3y+1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
709,u+3s-3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
700,f;3b1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
701,i3m2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
702,o1r1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
703,f;1r1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
704,f3v^1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
705,s-3z3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
706,z3b;1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
707,r1u+3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
708,p2b3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
710,z^1r3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
698,r3f+3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
711,o1m1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
712,p1f2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
713,f1z^3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
714,h3z3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
715,u1u-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
717,r1u3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
718,i1l1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
676,b2f;2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
719,y1s3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
699,s3f;3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
716,y+3s1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
697,l1p1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
686,i3b;1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
696,v2l3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
677,m3p2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
680,i2l3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
681,i1m3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
682,r3s3,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
683,s1o1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
684,f3v^3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
685,s3m1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
679,i3z3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
687,b3u2,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
692,v1r2,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
695,b-3b2,3,3,1.0,0.00013087863188203472,0.00013087863188203472
688,b2f-1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
694,r2j3,3,1,0.3333333333333333,0.00013087863188203472,4.362621062734491e-05
693,m+2b3,3,3,1.0,0.00013087863188203472,0.00013087863188203472
678,b3r1,3,3,1.0,0.00013087863188203472,0.00013087863188203472
689,s+1m1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
690,s+3s1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
691,s;3s1,3,2,0.6666666666666666,0.00013087863188203472,8.725242125468982e-05
1024,f3z^1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1040,s+3z2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1039,z3b-2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1038,s+3m2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1037,f2y+1,2,0,0.0,8.725242125468982e-05,0.0
1036,m+3b1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1035,s1r2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1034,s1m3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1033,s-1f2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1032,s+2m3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1031,h2r-3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1030,f;3y1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1029,s+2f2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1027,r3s1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1026,z;3m1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1025,m3o=3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1023,i2l2,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1041,v;3b2,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1028,u+1f1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1050,b;3s3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1042,y+1s3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1043,s3k1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1060,v3f2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1021,h1r2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1059,y3f1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1058,m1k1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1057,p2b1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1056,f-1b1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1055,s+2m2,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1054,v2z2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1053,m+3b3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1052,z2l+3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1051,u-3b-1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1049,f2u+3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1048,b3s-1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1047,f1b;1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1046,y-1r-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1045,h2l1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1044,u3f-3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1022,h2m3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1000,r2b-3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1020,f3s+2,2,0,0.0,8.725242125468982e-05,0.0
1019,f3l2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
997,z=1v1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
996,b1m3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
995,o=1r3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
994,z1z2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
993,s-1b2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
992,f1o2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
991,v^3s3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
990,f2f-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
989,u3s-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
988,i1l3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
987,f-1l3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
986,l1t1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
985,b2r2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
984,i1z1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
983,v3l2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
982,i3l3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1062,s1u-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
998,f3u1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
999,s+;3s1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1001,o2b2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1011,r3v1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1018,u+3r1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1017,o2s2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1016,m-1p1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1015,s+1m2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1014,f2f-3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1013,j3b1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1012,s1y1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1010,m+3l3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1002,b3m3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1009,y3y3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1008,b1f;3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1007,f;1v2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1006,p1b3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1005,o1s3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1004,p2f3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1003,h2s2,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1061,f-1m3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1108,b2v^2,2,0,0.0,8.725242125468982e-05,0.0
1063,i2v1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1125,s-1l2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1123,b+1m3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1122,f+;3b3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1121,v1h3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1120,v1s2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1119,o2m3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1118,s2i3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1117,s+2f;1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1116,r1l2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1115,s2f-2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1114,y-1f-3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1113,v+3b3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1112,o=1r2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1111,s3y+3,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1110,z3z2,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1109,z2f;3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1107,b;1v1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1106,b1r;3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1124,s+2z1,2,0,0.0,8.725242125468982e-05,0.0
1126,p1f1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1064,v1z2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1127,u+1r-3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
980,o1l2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1143,m1b3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1142,f;3f3,2,0,0.0,8.725242125468982e-05,0.0
1141,v1b-1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1140,z2v2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1139,z3k=1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1138,b;2v1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1137,y-1m-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1136,s3u+1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1135,p2f1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1134,i=2u+1,2,1,0.5,8.725242125468982e-05,4.362621062734491e-05
1133,v3i3,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1132,h2f-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1131,i3f2,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
1130,z^1f-1,2,2,1.0,8.725242125468982e-05,8.725242125468982e-05
