,combined,total_occurrences,num_of_winners_or_forced_errors,percentage_of_winner,percentage_of_total_occurences_of_combination,percentage_of_overall_winner
191,b2z^1,20,20,1.0,0.0008725242125468982,0.0008725242125468982
190,s3s2,20,6,0.3,0.0008725242125468982,0.00026175726376406945
207,f3v1,19,16,0.8421052631578947,0.0008288980019195533,0.0006980193700375186
209,b2s3,19,1,0.05263157894736842,0.0008288980019195533,4.362621062734491e-05
210,v1l2,19,17,0.8947368421052632,0.0008288980019195533,0.0007416455806648635
211,h1f3,19,18,0.9473684210526315,0.0008288980019195533,0.0007852717912922083
205,b+3s1,19,18,0.9473684210526315,0.0008288980019195533,0.0007852717912922083
206,b1r3,19,18,0.9473684210526315,0.0008288980019195533,0.0007852717912922083
208,l3o1,19,17,0.8947368421052632,0.0008288980019195533,0.0007416455806648635
204,m3o2,19,16,0.8421052631578947,0.0008288980019195533,0.0006980193700375186
202,z1l1,19,19,1.0,0.0008288980019195533,0.0008288980019195533
201,b1z3,19,15,0.7894736842105263,0.0008288980019195533,0.0006543931594101736
200,v3b2,19,8,0.42105263157894735,0.0008288980019195533,0.0003490096850187593
199,s3b2,19,1,0.05263157894736842,0.0008288980019195533,4.362621062734491e-05
198,i1f1,19,16,0.8421052631578947,0.0008288980019195533,0.0006980193700375186
203,f2z1,19,14,0.7368421052631579,0.0008288980019195533,0.0006107669487828287
217,h2f1,18,17,0.9444444444444444,0.0007852717912922083,0.0007416455806648635
221,l2o2,18,16,0.8888888888888888,0.0007852717912922083,0.0006980193700375186
219,f2s2,18,4,0.2222222222222222,0.0007852717912922083,0.00017450484250937964
218,b1b3,18,8,0.4444444444444444,0.0007852717912922083,0.0003490096850187593
220,f2z2,18,17,0.9444444444444444,0.0007852717912922083,0.0007416455806648635
216,f1v^1,18,17,0.9444444444444444,0.0007852717912922083,0.0007416455806648635
214,m3p3,18,18,1.0,0.0007852717912922083,0.0007852717912922083
213,b1s3,18,11,0.6111111111111112,0.0007852717912922083,0.000479888316900794
212,b+3s3,18,17,0.9444444444444444,0.0007852717912922083,0.0007416455806648635
215,f1v^3,18,17,0.9444444444444444,0.0007852717912922083,0.0007416455806648635
224,o1f3,17,17,1.0,0.0007416455806648635,0.0007416455806648635
225,f3r3,17,16,0.9411764705882353,0.0007416455806648635,0.0006980193700375186
226,b2s2,17,3,0.17647058823529413,0.0007416455806648635,0.00013087863188203472
223,r2v3,17,17,1.0,0.0007416455806648635,0.0007416455806648635
222,s3f2,17,1,0.058823529411764705,0.0007416455806648635,4.362621062734491e-05
227,f3m1,16,16,1.0,0.0006980193700375186,0.0006980193700375186
228,z2v1,16,15,0.9375,0.0006980193700375186,0.0006543931594101736
229,v1l1,16,15,0.9375,0.0006980193700375186,0.0006543931594101736
230,s2f2,16,4,0.25,0.0006980193700375186,0.00017450484250937964
231,b3v2,16,16,1.0,0.0006980193700375186,0.0006980193700375186
232,s2v2,16,14,0.875,0.0006980193700375186,0.0006107669487828287
233,f+3m1,16,16,1.0,0.0006980193700375186,0.0006980193700375186
234,f3z^3,16,16,1.0,0.0006980193700375186,0.0006980193700375186
235,h2f3,16,10,0.625,0.0006980193700375186,0.0004362621062734491
245,b2v^1,15,14,0.9333333333333333,0.0006543931594101736,0.0006107669487828287
244,l3p3,15,15,1.0,0.0006543931594101736,0.0006543931594101736
242,s1f2,15,6,0.4,0.0006543931594101736,0.00026175726376406945
247,v2b2,15,7,0.4666666666666667,0.0006543931594101736,0.00030538347439141433
248,b3v^1,15,14,0.9333333333333333,0.0006543931594101736,0.0006107669487828287
243,s3y1,15,5,0.3333333333333333,0.0006543931594101736,0.00021813105313672456
246,s+2b3,15,9,0.6,0.0006543931594101736,0.00039263589564610417
241,r1f1,15,12,0.8,0.0006543931594101736,0.0005235145275281389
239,f-1f3,15,15,1.0,0.0006543931594101736,0.0006543931594101736
236,s1v2,15,12,0.8,0.0006543931594101736,0.0005235145275281389
238,s3z^1,15,15,1.0,0.0006543931594101736,0.0006543931594101736
237,f2b+3,15,5,0.3333333333333333,0.0006543931594101736,0.00021813105313672456
240,v3m1,15,15,1.0,0.0006543931594101736,0.0006543931594101736
255,s3z2,14,12,0.8571428571428571,0.0006107669487828287,0.0005235145275281389
258,z2f2,14,7,0.5,0.0006107669487828287,0.00030538347439141433
257,b+3b2,14,11,0.7857142857142857,0.0006107669487828287,0.000479888316900794
256,s3f+1,14,5,0.35714285714285715,0.0006107669487828287,0.00021813105313672456
254,s3s+1,14,2,0.14285714285714285,0.0006107669487828287,8.725242125468982e-05
253,b3i1,14,14,1.0,0.0006107669487828287,0.0006107669487828287
252,h2b3,14,10,0.7142857142857143,0.0006107669487828287,0.0004362621062734491
251,b1b2,14,9,0.6428571428571429,0.0006107669487828287,0.00039263589564610417
250,z3z1,14,14,1.0,0.0006107669487828287,0.0006107669487828287
249,r3b1,14,8,0.5714285714285714,0.0006107669487828287,0.0003490096850187593
267,f+1m3,13,12,0.9230769230769231,0.0005671407381554838,0.0005235145275281389
273,f3y1,13,5,0.38461538461538464,0.0005671407381554838,0.00021813105313672456
272,s+1b1,13,8,0.6153846153846154,0.0005671407381554838,0.0003490096850187593
271,s3z^3,13,11,0.8461538461538461,0.0005671407381554838,0.000479888316900794
270,i2b1,13,7,0.5384615384615384,0.0005671407381554838,0.00030538347439141433
269,s+2f3,13,9,0.6923076923076923,0.0005671407381554838,0.00039263589564610417
268,s-3z1,13,10,0.7692307692307693,0.0005671407381554838,0.0004362621062734491
262,s-1f1,13,11,0.8461538461538461,0.0005671407381554838,0.000479888316900794
266,z1r3,13,13,1.0,0.0005671407381554838,0.0005671407381554838
265,s+2b1,13,8,0.6153846153846154,0.0005671407381554838,0.0003490096850187593
264,s+1b3,13,9,0.6923076923076923,0.0005671407381554838,0.00039263589564610417
263,i2b3,13,8,0.6153846153846154,0.0005671407381554838,0.0003490096850187593
261,i3f3,13,11,0.8461538461538461,0.0005671407381554838,0.000479888316900794
260,r2z3,13,9,0.6923076923076923,0.0005671407381554838,0.00039263589564610417
259,s2b1,13,3,0.23076923076923078,0.0005671407381554838,0.00013087863188203472
282,r+3b1,12,7,0.5833333333333334,0.0005235145275281389,0.00030538347439141433
288,f+1l2,12,12,1.0,0.0005235145275281389,0.0005235145275281389
287,h1b1,12,8,0.6666666666666666,0.0005235145275281389,0.0003490096850187593
286,v1l3,12,12,1.0,0.0005235145275281389,0.0005235145275281389
285,b2s1,12,2,0.16666666666666666,0.0005235145275281389,8.725242125468982e-05
284,s1b1,12,4,0.3333333333333333,0.0005235145275281389,0.00017450484250937964
283,r3f1,12,5,0.4166666666666667,0.0005235145275281389,0.00021813105313672456
275,r+3b3,12,8,0.6666666666666666,0.0005235145275281389,0.0003490096850187593
281,m1o2,12,10,0.8333333333333334,0.0005235145275281389,0.0004362621062734491
279,v1r3,12,12,1.0,0.0005235145275281389,0.0005235145275281389
278,b1h1,12,12,1.0,0.0005235145275281389,0.0005235145275281389
277,f-1f1,12,10,0.8333333333333334,0.0005235145275281389,0.0004362621062734491
276,f2z^3,12,11,0.9166666666666666,0.0005235145275281389,0.000479888316900794
274,y1f3,12,10,0.8333333333333334,0.0005235145275281389,0.0004362621062734491
280,o1f1,12,12,1.0,0.0005235145275281389,0.0005235145275281389
295,f1f;3,11,9,0.8181818181818182,0.000479888316900794,0.00039263589564610417
300,z3s2,11,11,1.0,0.000479888316900794,0.000479888316900794
299,v1b2,11,7,0.6363636363636364,0.000479888316900794,0.00030538347439141433
298,s2s1,11,2,0.18181818181818182,0.000479888316900794,8.725242125468982e-05
297,s1z3,11,9,0.8181818181818182,0.000479888316900794,0.00039263589564610417
296,b1f+3,11,6,0.5454545454545454,0.000479888316900794,0.00026175726376406945
294,z2l3,11,6,0.5454545454545454,0.000479888316900794,0.00026175726376406945
293,f1y3,11,6,0.5454545454545454,0.000479888316900794,0.00026175726376406945
292,b+3f3,11,11,1.0,0.000479888316900794,0.000479888316900794
291,v1s3,11,8,0.7272727272727273,0.000479888316900794,0.0003490096850187593
290,s2b3,11,4,0.36363636363636365,0.000479888316900794,0.00017450484250937964
289,b+3s2,11,11,1.0,0.000479888316900794,0.000479888316900794
308,o1f2,10,9,0.9,0.0004362621062734491,0.00039263589564610417
313,f1z2,10,9,0.9,0.0004362621062734491,0.00039263589564610417
312,l3o2,10,9,0.9,0.0004362621062734491,0.00039263589564610417
311,y1f1,10,8,0.8,0.0004362621062734491,0.0003490096850187593
310,s3s+3,10,2,0.2,0.0004362621062734491,8.725242125468982e-05
309,z1r1,10,10,1.0,0.0004362621062734491,0.0004362621062734491
314,s3o1,10,10,1.0,0.0004362621062734491,0.0004362621062734491
307,v2z3,10,10,1.0,0.0004362621062734491,0.0004362621062734491
305,o3b3,10,10,1.0,0.0004362621062734491,0.0004362621062734491
304,i1b1,10,6,0.6,0.0004362621062734491,0.00026175726376406945
303,z2m3,10,7,0.7,0.0004362621062734491,0.00030538347439141433
302,b1v^3,10,9,0.9,0.0004362621062734491,0.00039263589564610417
301,s2f-3,10,8,0.8,0.0004362621062734491,0.0003490096850187593
306,y1f-1,10,10,1.0,0.0004362621062734491,0.0004362621062734491
337,z3z3,9,6,0.6666666666666666,0.00039263589564610417,0.00026175726376406945
332,f+2b1,9,7,0.7777777777777778,0.00039263589564610417,0.00030538347439141433
333,z2z1,9,8,0.8888888888888888,0.00039263589564610417,0.0003490096850187593
334,f1f;1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
335,b3y3,9,4,0.4444444444444444,0.00039263589564610417,0.00017450484250937964
336,r3f3,9,3,0.3333333333333333,0.00039263589564610417,0.00013087863188203472
340,y1f-3,9,7,0.7777777777777778,0.00039263589564610417,0.00030538347439141433
338,b3b+1,9,4,0.4444444444444444,0.00039263589564610417,0.00017450484250937964
339,s1f+3,9,8,0.8888888888888888,0.00039263589564610417,0.0003490096850187593
329,f3r2,9,9,1.0,0.00039263589564610417,0.00039263589564610417
341,f+1s1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
342,s+3b2,9,5,0.5555555555555556,0.00039263589564610417,0.00021813105313672456
330,f-3b3,9,8,0.8888888888888888,0.00039263589564610417,0.0003490096850187593
331,o3m1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
328,f+2f1,9,7,0.7777777777777778,0.00039263589564610417,0.00030538347439141433
321,f3b+1,9,4,0.4444444444444444,0.00039263589564610417,0.00017450484250937964
315,b+3f1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
327,z1b2,9,4,0.4444444444444444,0.00039263589564610417,0.00017450484250937964
317,f3r1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
318,f2v^3,9,9,1.0,0.00039263589564610417,0.00039263589564610417
319,b1s1,9,3,0.3333333333333333,0.00039263589564610417,0.00013087863188203472
320,s3b+3,9,3,0.3333333333333333,0.00039263589564610417,0.00013087863188203472
316,f2y1,9,5,0.5555555555555556,0.00039263589564610417,0.00021813105313672456
322,f1h3,9,9,1.0,0.00039263589564610417,0.00039263589564610417
324,s2s3,9,1,0.1111111111111111,0.00039263589564610417,4.362621062734491e-05
325,f1z1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
326,b2u3,9,4,0.4444444444444444,0.00039263589564610417,0.00017450484250937964
323,f+1l1,9,9,1.0,0.00039263589564610417,0.00039263589564610417
361,f3s+1,8,3,0.375,0.0003490096850187593,0.00013087863188203472
357,s+3f1,8,6,0.75,0.0003490096850187593,0.00026175726376406945
358,l1o2,8,8,1.0,0.0003490096850187593,0.0003490096850187593
359,r2f+1,8,7,0.875,0.0003490096850187593,0.00030538347439141433
360,z3i1,8,8,1.0,0.0003490096850187593,0.0003490096850187593
363,r3b3,8,5,0.625,0.0003490096850187593,0.00021813105313672456
362,o2f1,8,8,1.0,0.0003490096850187593,0.0003490096850187593
355,s2o1,8,8,1.0,0.0003490096850187593,0.0003490096850187593
364,z^3s-3,8,8,1.0,0.0003490096850187593,0.0003490096850187593
365,v3s2,8,8,1.0,0.0003490096850187593,0.0003490096850187593
366,s+3f3,8,6,0.75,0.0003490096850187593,0.00026175726376406945
356,z2b2,8,2,0.25,0.0003490096850187593,8.725242125468982e-05
347,z2m2,8,7,0.875,0.0003490096850187593,0.00030538347439141433
354,f3v2,8,8,1.0,0.0003490096850187593,0.0003490096850187593
348,z1m1,8,7,0.875,0.0003490096850187593,0.00030538347439141433
353,s3i1,8,7,0.875,0.0003490096850187593,0.00030538347439141433
344,f+2f3,8,7,0.875,0.0003490096850187593,0.00030538347439141433
345,h1f1,8,8,1.0,0.0003490096850187593,0.0003490096850187593
346,h3b2,8,7,0.875,0.0003490096850187593,0.00030538347439141433
343,f;3s3,8,6,0.75,0.0003490096850187593,0.00026175726376406945
349,z2v3,8,8,1.0,0.0003490096850187593,0.0003490096850187593
350,o3s1,8,7,0.875,0.0003490096850187593,0.00030538347439141433
351,v1m2,8,8,1.0,0.0003490096850187593,0.0003490096850187593
352,s3b+1,8,5,0.625,0.0003490096850187593,0.00021813105313672456
396,u+3s3,7,7,1.0,0.00030538347439141433,0.00030538347439141433
388,s2j1,7,7,1.0,0.00030538347439141433,0.00030538347439141433
389,s+3z1,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
390,b+1b3,7,7,1.0,0.00030538347439141433,0.00030538347439141433
391,f3b+3,7,3,0.42857142857142855,0.00030538347439141433,0.00013087863188203472
392,r2f2,7,4,0.5714285714285714,0.00030538347439141433,0.00017450484250937964
393,z2s1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
394,i1b3,7,3,0.42857142857142855,0.00030538347439141433,0.00013087863188203472
395,s3u3,7,4,0.5714285714285714,0.00030538347439141433,0.00017450484250937964
401,f+1l3,7,7,1.0,0.00030538347439141433,0.00030538347439141433
397,s2o3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
398,v2s3,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
399,b2z^3,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
400,o3f1,7,7,1.0,0.00030538347439141433,0.00030538347439141433
402,b+1b1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
403,s+3m3,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
386,f3f+1,7,4,0.5714285714285714,0.00030538347439141433,0.00017450484250937964
404,f+1s3,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
387,f+1m2,7,7,1.0,0.00030538347439141433,0.00030538347439141433
368,f;1f3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
385,z^3s1,7,7,1.0,0.00030538347439141433,0.00030538347439141433
375,f1f+1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
384,s2v^1,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
367,s1v^1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
369,b2s+3,7,0,0.0,0.00030538347439141433,0.0
371,z1s3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
372,f-3b1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
373,s3y+1,7,3,0.42857142857142855,0.00030538347439141433,0.00013087863188203472
374,b2s+2,7,0,0.0,0.00030538347439141433,0.0
370,z1m3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
376,s2u1,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
378,b1z^1,7,7,1.0,0.00030538347439141433,0.00030538347439141433
379,s1b3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
380,r1z3,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
381,f1v^2,7,5,0.7142857142857143,0.00030538347439141433,0.00021813105313672456
382,v2m2,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
377,z3b-1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
383,z1v1,7,6,0.8571428571428571,0.00030538347439141433,0.00026175726376406945
442,f2z^1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
447,f1b+3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
446,v2l2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
445,v^3s1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
444,y1r1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
443,f1h2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
438,b3b;1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
441,r3z2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
439,s1l3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
437,b3y+1,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
436,v2m3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
449,v3l3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
448,o3f3,6,6,1.0,0.00026175726376406945,0.00026175726376406945
458,s+2f1,6,3,0.5,0.00026175726376406945,0.00013087863188203472
450,s3y3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
451,y1r-3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
452,m2p1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
453,f2v^2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
454,z1f-3,6,6,1.0,0.00026175726376406945,0.00026175726376406945
455,f2y3,6,3,0.5,0.00026175726376406945,0.00013087863188203472
456,s-1f3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
457,h3m3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
434,b;1f3,6,3,0.5,0.00026175726376406945,0.00013087863188203472
459,b3f+1,6,2,0.3333333333333333,0.00026175726376406945,8.725242125468982e-05
460,y3s3,6,6,1.0,0.00026175726376406945,0.00026175726376406945
461,s2u3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
462,b3f;3,6,3,0.5,0.00026175726376406945,0.00013087863188203472
463,r2u1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
435,v^1f-1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
440,y1r-1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
433,f2s+1,6,3,0.5,0.00026175726376406945,0.00013087863188203472
418,s-3z2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
432,i3f1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
405,b2v^3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
406,z3l3,6,6,1.0,0.00026175726376406945,0.00026175726376406945
407,f2r2,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
408,v3b-1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
409,z2l2,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
410,b1f;1,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
411,i3m3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
413,o3b1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
414,r1f+3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
415,f+1b2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
416,v1r1,6,6,1.0,0.00026175726376406945,0.00026175726376406945
417,r3z3,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
412,s2f-1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
419,s1s3,6,2,0.3333333333333333,0.00026175726376406945,8.725242125468982e-05
426,r3z1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
420,f2s+3,6,1,0.16666666666666666,0.00026175726376406945,4.362621062734491e-05
430,b+1f2,6,6,1.0,0.00026175726376406945,0.00026175726376406945
429,s3f+3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
428,v1s1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
427,h3f3,6,4,0.6666666666666666,0.00026175726376406945,0.00017450484250937964
431,s3v^1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
425,z1s1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
423,f2f+2,6,0,0.0,0.00026175726376406945,0.0
422,m1v1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
421,h3f1,6,5,0.8333333333333334,0.00026175726376406945,0.00021813105313672456
424,r2b1,6,3,0.5,0.00026175726376406945,0.00013087863188203472
502,f+1r1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
507,r2b3,5,1,0.2,0.00021813105313672456,4.362621062734491e-05
506,s2z2,5,1,0.2,0.00021813105313672456,4.362621062734491e-05
505,z3l2,5,5,1.0,0.00021813105313672456,0.00021813105313672456
504,s1z^1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
503,u+3b-3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
499,b1v;1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
501,f2b+1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
500,f1s+3,5,1,0.2,0.00021813105313672456,4.362621062734491e-05
498,f3s+3,5,0,0.0,0.00021813105313672456,0.0
497,b1s2,5,4,0.8,0.00021813105313672456,0.00017450484250937964
496,s1f+1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
509,b+3m2,5,5,1.0,0.00021813105313672456,0.00021813105313672456
508,f1y1,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
494,b+2b1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
510,v2v3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
511,i3s1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
512,u3s-3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
513,r3f+1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
514,b-1l2,5,5,1.0,0.00021813105313672456,0.00021813105313672456
515,b+3m3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
516,b-1v1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
517,v2z1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
518,y+1f3,5,4,0.8,0.00021813105313672456,0.00017450484250937964
519,i2f2,5,4,0.8,0.00021813105313672456,0.00017450484250937964
520,s2s+1,5,1,0.2,0.00021813105313672456,4.362621062734491e-05
521,u+1r1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
522,v3z3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
495,u+3b1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
489,b3i2,5,4,0.8,0.00021813105313672456,0.00017450484250937964
493,z1v2,5,5,1.0,0.00021813105313672456,0.00021813105313672456
478,s2f+2,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
492,r3y1,5,3,0.6,0.00021813105313672456,0.00013087863188203472
465,h1f-3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
467,b3z^2,5,4,0.8,0.00021813105313672456,0.00017450484250937964
468,s-1v1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
469,f-3m3,5,4,0.8,0.00021813105313672456,0.00017450484250937964
470,z^3b-3,5,4,0.8,0.00021813105313672456,0.00017450484250937964
471,u1r-1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
472,b2f;3,5,3,0.6,0.00021813105313672456,0.00013087863188203472
473,b2y3,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
474,y3s-1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
475,b3r3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
476,f;1f1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
477,z1v3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
466,f3b;3,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
479,r1v2,5,5,1.0,0.00021813105313672456,0.00021813105313672456
486,o1b1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
480,s1b2,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
491,r2v2,5,4,0.8,0.00021813105313672456,0.00017450484250937964
464,s1r1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
488,u3s3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
487,v1f-3,5,5,1.0,0.00021813105313672456,0.00021813105313672456
490,z^1r1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
485,f2v^1,5,5,1.0,0.00021813105313672456,0.00021813105313672456
483,f3y3,5,2,0.4,0.00021813105313672456,8.725242125468982e-05
482,f2u3,5,1,0.2,0.00021813105313672456,4.362621062734491e-05
484,z2z2,5,3,0.6,0.00021813105313672456,0.00013087863188203472
481,p3b1,5,4,0.8,0.00021813105313672456,0.00017450484250937964
596,r-3m3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
592,j+3b1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
593,s1l1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
594,f+1r3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
595,u+3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
598,f1l2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
597,r2u+3,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
599,b-1v3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
600,s+3s3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
590,z2m1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
601,b-3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
591,r2u3,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
583,s2v^3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
589,b+1l3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
588,b;3f1,4,2,0.5,0.00017450484250937964,8.725242125468982e-05
587,o2f2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
586,s2s2,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
585,f-1v3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
584,s1v^3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
582,b+2f1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
581,v1v2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
580,z1f;3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
579,s1s1,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
578,b+1s1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
603,f2f;3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
602,z1m2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
618,u1f3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
604,f3i3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
605,s1r3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
629,f+2b2,4,1,0.25,0.00017450484250937964,4.362621062734491e-05
628,s-3b3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
627,j+1f3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
626,m2o=3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
625,m-2o2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
624,f3m2,4,4,1.0,0.00017450484250937964,0.00017450484250937964
623,s2s+3,4,0,0.0,0.00017450484250937964,0.0
622,s-2v1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
621,y1u-1,4,4,1.0,0.00017450484250937964,0.00017450484250937964
620,r1u1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
619,j1f3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
576,r3v3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
617,f3f+3,4,3,0.75,0.00017450484250937964,0.00013087863188203472
616,h3s3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
615,v3b-3,4,4,1.0,0.00017450484250937964,0.00017450484250937964
614,s3f-1,4,3,0.75,0.00017450484250937964,0.00013087863188203472
