,rally,receiving_shot,returned_shot,combined,is_winner,is_forced_error,is_winner_or_forced_error
18881,6f28f+38s3n#,f+3,s3,f+3s3,0,1,1
18882,4s39f3b2f1f1b1f1f2b2d@,f2,b2,f2b2,0,0,0
18883,4f29f3f+1b2v2m+1f#,v2,m+1,v2m+1,0,1,1
18884,6b28f3b2b2f+3*,b2,f+3,b2f+3,1,0,1
18885,4s39f3s3f+3b;3*,f+3,b;3,f+3b;3,1,0,1
18886,6b37b3f3f3f3f2b+1*,f2,b+1,f2b+1,1,0,1
18887,6f18f+1b3z^3*,b3,z^3,b3z^3,1,0,1
18888,6b28f+3f3*,f+3,f3,f+3f3,1,0,1
18889,6f28f1f1b3d@,f1,b3,f1b3,0,0,0
18890,5f18b1f2f2f2f2f1b2f1b1f1b3d#,f1,b3,f1b3,0,1,1
18891,4b19h=1b+1f1w#,b+1,f1,b+1f1,0,1,1
18892,6s28f1f1b2f1b1f3f3b1b3b1b3b1b1f1b3s1f1f1b3s2f+3*,s2,f+3,s2f+3,1,0,1
18893,6b29f+1s3b-3r#,s3,b-3,s3b-3,0,1,1
18894,4b38f3b3n@,f3,b3,f3b3,0,0,0
18895,6b38b2f1d@,b2,f1,b2f1,0,0,0
18896,4f28b2b2f1b1f3f3n@,f3,f3,f3f3,0,0,0
18897,6f28f3b2f2f3f3s3f+1f1*,f+1,f1,f+1f1,1,0,1
18898,c6f29b2f+1b1*,f+1,b1,f+1b1,1,0,1
18899,5f28f2f2f+1m3w#,f+1,m3,f+1m3,0,1,1
18900,5f27f+3f1n#,f+3,f1,f+3f1,0,1,1
18901,4f27s2f+3f3*,f+3,f3,f+3f3,1,0,1
18902,6f29f2f3f3b3f3b3f2f2b1f3f3s1b3b3f3s1b3s1b2f1*,b2,f1,b2f1,1,0,1
18903,6b28f3b;3f+3m2o1*,m2,o1,m2o1,1,0,1
18904,4b27b3f3b3f3f3f3f1w@,f3,f1,f3f1,0,0,0
18905,4f38f+1m2o3*,m2,o3,m2o3,1,0,1
18906,4b17f+3f3z1b1n@,z1,b1,z1b1,0,0,0
18907,6b29f3b+1s1n#,b+1,s1,b+1s1,0,1,1
18908,5b38f1b1*,f1,b1,f1b1,1,0,1
18909,6b29f2f1n@,f2,f1,f2f1,0,0,0
18910,4s27f3b1s3f3f1d#,f3,f1,f3f1,0,1,1
18911,5f28f3f3f1f1b1f3f1*,f3,f1,f3f1,1,0,1
18912,6b27b3b1b1f1b1f2f+3s3v^1w#,s3,v^1,s3v^1,0,1,1
18913,6b27f3b2f3b3f3b3f3f1b1f1s3b+3f2o1b1*,o1,b1,o1b1,1,0,1
18914,6b18b1f2d#,b1,f2,b1f2,0,1,1
18915,4s39f3s1b1f1b2s1f2b3f3f3f1f2f3n@,f2,f3,f2f3,0,0,0
18916,4s38f3b1d@,f3,b1,f3b1,0,0,0
18917,4f39b2f2f2f1f1b1d#,f1,b1,f1b1,0,1,1
18918,6f28b2f1b1n#,f1,b1,f1b1,0,1,1
18919,4f38b3f1f1d#,f1,f1,f1f1,0,1,1
18920,4f29i=2f+1b3z^3*,b3,z^3,b3z^3,1,0,1
18921,6f29f2f3f2f1b1f1*,b1,f1,b1f1,1,0,1
18922,6f18s2f+1b2v3*,b2,v3,b2v3,1,0,1
18923,4b38b3f3f1b1d@,f1,b1,f1b1,0,0,0
18924,6f28f3f2d@,f3,f2,f3f2,0,0,0
18925,4f38b1b3b1s3w@,b1,s3,b1s3,0,0,0
18926,6b27f1b1f1b3*,f1,b3,f1b3,1,0,1
18927,4f38f1s3b+3n@,s3,b+3,s3b+3,0,0,0
18928,6b18f3b3f3f3*,f3,f3,f3f3,1,0,1
18929,5b27f1b1f1b1f3f1f1b3s1b3w@,s1,b3,s1b3,0,0,0
18930,6b27f1b1f1w@,b1,f1,b1f1,0,0,0
18931,4b37b3f2f3f3b3f2f1s1n#,f1,s1,f1s1,0,1,1
18932,6b18b1f1b2b+3f1v1m3w#,v1,m3,v1m3,0,1,1
18933,4b18f3f3b2f1f1n#,f1,f1,f1f1,0,1,1
18934,6b38b1b3b1b1f2f1*,f2,f1,f2f1,1,0,1
18935,4b17f1s3b1s2u;3*,s2,u;3,s2u;3,1,0,1
18936,6b17b2b1b3s1b1n@,s1,b1,s1b1,0,0,0
18937,5f38f3b2b1f1b3b2f1f1b1f+3d@,b1,f+3,b1f+3,0,0,0
18938,6b27f3b1b1f1s3y1*,s3,y1,s3y1,1,0,1
18939,4b27f1f1b3b2f2u1b3m2o3*,m2,o3,m2o3,1,0,1
18940,5b28f3b2f1f1b1n@,f1,b1,f1b1,0,0,0
18941,c4b38f3b2f1f1y3*,f1,y3,f1y3,1,0,1
18942,4b38f1f1b+3s1z1*,s1,z1,s1z1,1,0,1
18943,4b17f1s3f1b1f1w#,b1,f1,b1f1,0,1,1
18944,4b18f1b+3b2v^1r3n#,v^1,r3,v^1r3,0,1,1
18945,4b17f1s2f1b1n@,f1,b1,f1b1,0,0,0
18946,6b38b1b2f3f2f2f3b2f3b2f1w@,b2,f1,b2f1,0,0,0
18947,5b18b3b2f3b3f3b1s1f1s3b2b1f3r1n#,f3,r1,f3r1,0,1,1
18948,5b28f2b1s3b3f3f1b1f1s3s1s+2b3*,s+2,b3,s+2b3,1,0,1
18949,6f28b1b1f1b3*,f1,b3,f1b3,1,0,1
18950,6b37b+3f3z1b#,f3,z1,f3z1,0,1,1
18951,5b28f2f1f1b3b3n#,b3,b3,b3b3,0,1,1
18952,5b28b2f3f1b1f1b1f1b3b1b2f3*,b2,f3,b2f3,1,0,1
18953,5b38b1b1f1w#,b1,f1,b1f1,0,1,1
18954,4b18f1b1f1f3b3f1f3*,f1,f3,f1f3,1,0,1
18955,4b39b1f3b1b2f3*,b2,f3,b2f3,1,0,1
18956,6b38b2f1*,b2,f1,b2f1,1,0,1
18957,6b28f1f1w@,f1,f1,f1f1,0,0,0
18958,6b18b3b3f3b3f3b2f3b3d@,f3,b3,f3b3,0,0,0
18959,5f37b3f2f2b3b2f+3b3n#,f+3,b3,f+3b3,0,1,1
18960,4f38s2j+1f1z3s#,f1,z3,f1z3,0,1,1
18961,5f38b2f1f1b2s2f3b3f3b3f3b2f1*,b2,f1,b2f1,1,0,1
18962,5b29b1f1b3s2f1f1f1*,f1,f1,f1f1,1,0,1
18963,5b27f1f1b2b3d@,b2,b3,b2b3,0,0,0
18964,5b37f3b+1b2h3*,b2,h3,b2h3,1,0,1
18965,5b17b+3b1n#,b+3,b1,b+3b1,0,1,1
18966,5b28b3b2f1f1b3n@,f1,b3,f1b3,0,0,0
18967,5b27b1s3f+1b3z3*,b3,z3,b3z3,1,0,1
18968,6b38f2b1*,f2,b1,f2b1,1,0,1
18969,5b28f1b1*,f1,b1,f1b1,1,0,1
18970,4b18f1s1w#,f1,s1,f1s1,0,1,1
18971,5b27f1f1b1f3d@,b1,f3,b1f3,0,0,0
18972,6b28f2b1b2f+1s3n#,f+1,s3,f+1s3,0,1,1
18973,5+b18b1v3n#,b1,v3,b1v3,0,1,1
18974,4b28b1b1f1b2b1b1n@,b1,b1,b1b1,0,0,0
18975,5f17f1f1f3b1r3n#,b1,r3,b1r3,0,1,1
18976,5s18f2b2n#,f2,b2,f2b2,0,1,1
18977,5s27b2f1f2f+3b3i1d#,b3,i1,b3i1,0,1,1
18978,4s19f3b1f3s3b2f2b3b3s3f3b3s3b3s2f+3b1*,f+3,b1,f+3b1,1,0,1
18979,4b39b1f1f3s2f1f1f1f1f1f3b1n#,f3,b1,f3b1,0,1,1
18980,5b28b3s3f3n@,s3,f3,s3f3,0,0,0
18981,4b18f1r2o3*,r2,o3,r2o3,1,0,1
18982,6b17f1f2d@,f1,f2,f1f2,0,0,0
18983,5b19f2b+1f1*,b+1,f1,b+1f1,1,0,1
18984,4s29f1f1f3b1f1f1u+2s3z#,u+2,s3,u+2s3,0,1,1
18985,6f27f+3s2v3m3d#,v3,m3,v3m3,0,1,1
18986,6f28b1f2n@,b1,f2,b1f2,0,0,0
18987,5s28b2s1f3w@,s1,f3,s1f3,0,0,0
18988,5f28f3s3b3b1d#,b3,b1,b3b1,0,1,1
18989,5b28f1f1f+3s#,f1,f+3,f1f+3,0,1,1
18990,4f28b2b2f2f1r3x#,f1,r3,f1r3,0,1,1
18991,5b28f3b1n#,f3,b1,f3b1,0,1,1
18992,6b28b1f3d@,b1,f3,b1f3,0,0,0
18993,6b+39i=2z3*,i=2,z3,i=2z3,1,0,1
18994,6s18f1f2f+1*,f2,f+1,f2f+1,1,0,1
18995,5f17f3s3b3s3b3b2b3b3b3w@,b3,b3,b3b3,0,0,0
18996,5b+38s3z1*,s3,z1,s3z1,1,0,1
18997,5b28f1f1f1w@,f1,f1,f1f1,0,0,0
18998,6f27f3b2f3b3f1f1b2b3f2b3r1n#,b3,r1,b3r1,0,1,1
18999,6b27b3f1f1b1f2f2b3f3*,b3,f3,b3f3,1,0,1
19000,6b29f1b3i=1u+3b-1z2n#,b-1,z2,b-1z2,0,1,1
19001,5f29f3f3b3f1f1n@,f1,f1,f1f1,0,0,0
19002,6b19f1b1f2n@,b1,f2,b1f2,0,0,0
19003,4b19f2f3b3f3b3f3b3f3b+1b;1*,b+1,b;1,b+1b;1,1,0,1
19004,4b37s3f1f2b3b3f3i=3f+3s1z1*,s1,z1,s1z1,1,0,1
19005,6f27b3f3n@,b3,f3,b3f3,0,0,0
19006,6b38b2f2f1b1f1s2b3f3b2d@,f3,b2,f3b2,0,0,0
19007,6b38b;3r3f1b1h=2f3b3f1n#,b3,f1,b3f1,0,1,1
19008,5b38f3b2f3w#,b2,f3,b2f3,0,1,1
19009,6b39f3b3f1f1b3*,f1,b3,f1b3,1,0,1
19010,4b39s1b2b2f3b3f1*,b3,f1,b3f1,1,0,1
19011,4f38b3f3b3f3b2f3b3f3b3f3b3f1f3n@,f1,f3,f1f3,0,0,0
19012,4b17f3r2f+1b3w#,f+1,b3,f+1b3,0,1,1
19013,6b28f1b3s3f3b3f1n@,b3,f1,b3f1,0,0,0
19014,5b38f3b1s1f+3l3j1*,l3,j1,l3j1,1,0,1
19015,5f28f3f3b3f1f2b3b3f3b3f1f3n@,f1,f3,f1f3,0,0,0
19016,5b38f1f1b3s2#,b3,s2,b3s2,0,1,1
19017,4f37b1b1f3f3s3f3b1*,f3,b1,f3b1,1,0,1
19018,6b38b3f1f1b3s3f2f1b1f1s1f3f3b3f3b3d@,f3,b3,f3b3,0,0,0
19019,5b38r3f1b2f1b2f;3f3i=3f1n@,i=3,f1,i=3f1,0,0,0
19020,4b18f1b1f1s2b+3f3*,b+3,f3,b+3f3,1,0,1
19021,6b28b3f3b3f3i=2f3b2n@,f3,b2,f3b2,0,0,0
19022,4f28b1s1f1b3b3f1*,b3,f1,b3f1,1,0,1
19023,5f28b1f3n@,b1,f3,b1f3,0,0,0
19024,6f29i=2b+3*,i=2,b+3,i=2b+3,1,0,1
19025,6b27b3f3b3f2f2b1f3d@,b1,f3,b1f3,0,0,0
19026,5b29f3s3f-1l1o3*,l1,o3,l1o3,1,0,1
19027,4b18f1b1f;1s3y-1*,s3,y-1,s3y-1,1,0,1
19028,6b29h=2f3n@,h=2,f3,h=2f3,0,0,0
19029,6b39b3f3b3f2b2f3s3f3b1d@,f3,b1,f3b1,0,0,0
19030,6b27f3f3b2s2d@,b2,s2,b2s2,0,0,0
19031,4b18f1s1f2d@,s1,f2,s1f2,0,0,0
19032,6b27f1s1f1b2d@,f1,b2,f1b2,0,0,0
19033,4b17f1s2f1s2f+1s1v1*,s1,v1,s1v1,1,0,1
19034,4b17f2f2d@,f2,f2,f2f2,0,0,0
19035,6b39f3b2f3b3f3y1n@,f3,y1,f3y1,0,0,0
19036,5f29f3f3f1f1b3*,f1,b3,f1b3,1,0,1
19037,6b37b1lf3-*,b1,f3,b1f3,1,0,1
19038,5s28b3s3b3b1w@,b3,b1,b3b1,0,0,0
19039,4b28f2b3z3*,b3,z3,b3z3,1,0,1
19040,6s38b3s3b3s3b3b3s3f1*,s3,f1,s3f1,1,0,1
19041,4s38b3b2f1f3d@,f1,f3,f1f3,0,0,0
19042,6f28f1f1f1f3s3d#,f3,s3,f3s3,0,1,1
19043,5f37b2f2f3b2v3b1*,v3,b1,v3b1,1,0,1
19044,5f28b3s3f3+b1v3b1v1*,b1,v1,b1v1,1,0,1
19045,c5b37b3s3f3b3s3b1n@,s3,b1,s3b1,0,0,0
19046,5f27f3b3s3b3b1*,b3,b1,b3b1,1,0,1
19047,5b28f2f3m#,f2,f3,f2f3,0,1,1
19048,6f27f2f2f3s3z3b3w#,z3,b3,z3b3,0,1,1
19049,4s39b3s2f2*,s2,f2,s2f2,1,0,1
19050,4b37b3f1f2f2f1f#,f2,f1,f2f1,0,1,1
19051,5f28f2b2n@,f2,b2,f2b2,0,0,0
19052,5b38b2f2f3-b2v1*,b2,v1,b2v1,1,0,1
19053,6f28f1f2n@,f1,f2,f1f2,0,0,0
19054,4s29f3b2f3b2f3b2b3s3b2y3b2f1z#,b2,f1,b2f1,0,1,1
19055,4s27b3+b1n#,b3,b1,b3b1,0,1,1
19056,5f39b3b3s1w@,b3,s1,b3s1,0,0,0
19057,6b28f1f1f1f1f3d@,f1,f3,f1f3,0,0,0
19058,c6b27b3s3n@,b3,s3,b3s3,0,0,0
19059,6b29f3b2f1f;2f+1f3z3*,f3,z3,f3z3,1,0,1
19060,4b37b3b2b3s1f1f3d#,f1,f3,f1f3,0,1,1
19061,4b28b2b2d@,b2,b2,b2b2,0,0,0
19062,4b29b2f3w@,b2,f3,b2f3,0,0,0
19063,6b27f+3b1h3b1v3s2v1*,s2,v1,s2v1,1,0,1
19064,4s37f+3b1n@,f+3,b1,f+3b1,0,0,0
19065,4s28f1f3b3b3b3sf+3b3w#,f+3,b3,f+3b3,0,1,1
19066,4s38f3b2f2f1f1f2s3b1f1f2s+3b3*,s+3,b3,s+3b3,1,0,1
19067,4s28f+3b3n#,f+3,b3,f+3b3,0,1,1
19068,4b29f1f3b3n@,f3,b3,f3b3,0,0,0
19069,4s38f2f1f1f1f+3x@,f1,f+3,f1f+3,0,0,0
19070,4s39b3b3b3n@,b3,b3,b3b3,0,0,0
19071,4s38f3b1r2f+3b3i1f3z2n#,f3,z2,f3z2,0,1,1
19072,4b+28b2z2d#,b2,z2,b2z2,0,1,1
19073,5b+19f3z2*,f3,z2,f3z2,1,0,1
19074,4+s38z3b3z2f3*,z2,f3,z2f3,1,0,1
19075,6b39b3b3b2f3b3d@,f3,b3,f3b3,0,0,0
19076,4b37b3s2f+3b2v2b3z#,v2,b3,v2b3,0,1,1
19077,4f28f3b3f1f+3m2d#,f+3,m2,f+3m2,0,1,1
19078,4b27f+2f1h2b3z1f3w#,z1,f3,z1f3,0,1,1
19079,4+b27h3b2v1*,b2,v1,b2v1,1,0,1
19080,5b28b3b1w@,b3,b1,b3b1,0,0,0
19081,4s27f+2b;2v2d#,b;2,v2,b;2v2,0,1,1
19082,4f28b3b2f3b;3s+1f3*,s+1,f3,s+1f3,1,0,1
19083,4f39b3f1f2f2f1w@,f2,f1,f2f1,0,0,0
19084,4b27f+3b;3*,f+3,b;3,f+3b;3,1,0,1
19085,4s27s+1f1*,s+1,f1,s+1f1,1,0,1
19086,4b28b3b;3b3w@,b;3,b3,b;3b3,0,0,0
19087,4f37b2f3b3f2b3b3f3b3b2f1f1n#,f1,f1,f1f1,0,1,1
19088,5b18f3b1f1f3d@,f1,f3,f1f3,0,0,0
19089,4s28f+2b1x@,f+2,b1,f+2b1,0,0,0
19090,4f29f2f3b3b3b3b1f2f3b1n@,f3,b1,f3b1,0,0,0
19091,6b+38b2z1d@,b2,z1,b2z1,0,0,0
19092,4b38b3b3b3b3b2d@,b3,b2,b3b2,0,0,0
19093,4f28b2b2f3b3b2b2b3f3b3s1n@,b3,s1,b3s1,0,0,0
19094,4b37s3f3b1r2f1f1n@,f1,f1,f1f1,0,0,0
19095,6f28b2f1f2f2f3b2f2f1f2b+;2s3z3b1w@,z3,b1,z3b1,0,0,0
19096,5f27f1f2f1r3x#,f1,r3,f1r3,0,1,1
19097,5f;38f1r3f3b2f1*,b2,f1,b2f1,1,0,1
19098,6f29f1f2b3b3b3b3b3b;1*,b3,b;1,b3b;1,1,0,1
19099,4s37b3b1f1f1r3b+1r3z1*,r3,z1,r3z1,1,0,1
19100,6f28f3b2f1n@,b2,f1,b2f1,0,0,0
19101,4s38b2f1f1f2d#,f1,f2,f1f2,0,1,1
19102,6f39i=2f3*,i=2,f3,i=2f3,1,0,1
19103,5f19f1f1f1f2f1n@,f2,f1,f2f1,0,0,0
19104,6f38b3b2f3n@,b2,f3,b2f3,0,0,0
19105,5s28f1f1f1f3b3s2f1f1f3b2f+3s2v3m2d#,v3,m2,v3m2,0,1,1
19106,4f39b3b2f+3b1w#,f+3,b1,f+3b1,0,1,1
19107,4s38b3b2f3f3b3b3b3b3x@,b3,b3,b3b3,0,0,0
19108,5b29i=2f+3m2o3b2z2d#,b2,z2,b2z2,0,1,1
19109,6f29f2f3b1f1f1f1f2f3b3b3s3b1f3b3s3b1n@,s3,b1,s3b1,0,0,0
19110,4f18f1f3b2f2f2f3*,f2,f3,f2f3,1,0,1
19111,6b29f1f1n#,f1,f1,f1f1,0,1,1
19112,4f39s3b3b3b2f3b2f3f3b1r1f+1f1w#,f+1,f1,f+1f1,0,1,1
19113,4s29f1f1f2b3w#,f2,b3,f2b3,0,1,1
19114,5b37b3b2f-1d@,b2,f-1,b2f-1,0,0,0
19115,4f28b2f+3*,b2,f+3,b2f+3,1,0,1
19116,4s38b1f1w#,b1,f1,b1f1,0,1,1
19117,5b19f3b3s3b3b1f1f3b3b1*,b3,b1,b3b1,1,0,1
19118,4b37s3b;1f1f3d#,f1,f3,f1f3,0,1,1
19119,4s38b3b3b3b3b1w@,b3,b1,b3b1,0,0,0
19120,6f37b3f1f2f3s3f2f;1f+3b1v1w#,b1,v1,b1v1,0,1,1
19121,4s38b3b2f3s3f1f1d#,f1,f1,f1f1,0,1,1
19122,4b39b3b3b3b3n@,b3,b3,b3b3,0,0,0
19123,6b17f+3b3n#,f+3,b3,f+3b3,0,1,1
19124,5b29f1f2s3f3b2f1f1f3d#,f1,f3,f1f3,0,1,1
19125,5s28b3b1f1f;3s+1v-1h3*,v-1,h3,v-1h3,1,0,1
19126,5b28f1f1f3*,f1,f3,f1f3,1,0,1
19127,4s38b3b2f3b2f;1r#,b2,f;1,b2f;1,0,1,1
19128,4s39f3b3b3b3b3b3b3b1f3b3s3f1f1v+2n#,f1,v+2,f1v+2,0,1,1
19129,4b38b1f1f1f1f1f3b2f1f2f2n@,f2,f2,f2f2,0,0,0
19130,4b39b3b3n@,b3,b3,b3b3,0,0,0
19131,5s28b1f1f;1*,f1,f;1,f1f;1,1,0,1
19132,4s39f1f1f3b2b3b3s1f1r3b+3b3n#,b+3,b3,b+3b3,0,1,1
19133,4s39b1f3n#,b1,f3,b1f3,0,1,1
19134,4b39b2f+3b2f-3b2z1*,b2,z1,b2z1,1,0,1
19135,4b37b1f2b3w@,f2,b3,f2b3,0,0,0
19136,5b39b3b3b3b3s3b3b3b2f2f1f3*,f1,f3,f1f3,1,0,1
19137,5s28b1f1f+2b2v1*,b2,v1,b2v1,1,0,1
19138,4b38b3b3b3w@,b3,b3,b3b3,0,0,0
19139,5b28f1f1f1f;3*,f1,f;3,f1f;3,1,0,1
19140,4s39b3s3b1f3b3s2f1f2b+3s3z1*,s3,z1,s3z1,1,0,1
19141,4f17f2b+3s1v1*,s1,v1,s1v1,1,0,1
19142,6f29f3s1f+3m2o3s2f3s1f1f1f+3s1w#,f+3,s1,f+3s1,0,1,1
19143,4f28b1r2b+1f3d@,b+1,f3,b+1f3,0,0,0
19144,4s39b3f3b3b2n@,b3,b2,b3b2,0,0,0
19145,6b29f1f1f2b3s1f3d@,s1,f3,s1f3,0,0,0
19146,6+b37z3b3z2f3*,z2,f3,z2f3,1,0,1
19147,4s28b1f1f2b3b3f1f1f3s3b1f2f1f1f2f;1f1d#,f;1,f1,f;1f1,0,1,1
19148,6b+37b1v;1*,b1,v;1,b1v;1,1,0,1
19149,4b38b2f3b2n@,f3,b2,f3b2,0,0,0
19150,5s29b3b3b3b1n@,b3,b1,b3b1,0,0,0
19151,5f37b2f1f1f1f1f3y3s-1f3z3w#,f3,z3,f3z3,0,1,1
19152,4s39b3b2f1f1f3b3b3n@,b3,b3,b3b3,0,0,0
19153,4b18f1f1f1*,f1,f1,f1f1,1,0,1
19154,6b28f1f2f3b2f1f1n#,f1,f1,f1f1,0,1,1
19155,5b38s3f3b3f1r2f1f1f+3s3i1r3*,i1,r3,i1r3,1,0,1
19156,5f18f1f2n#,f1,f2,f1f2,0,1,1
19157,5b+37b2z1n@,b2,z1,b2z1,0,0,0
19158,5f27b1f1f1f1f3b3b3s3b3s3n#,b3,s3,b3s3,0,1,1
19159,5b27b3b3f+1f1*,f+1,f1,f+1f1,1,0,1
19160,5b28f3s2f1f1f3b3s3n@,b3,s3,b3s3,0,0,0
19161,4b28f1f1f3n@,f1,f3,f1f3,0,0,0
19162,5b28f3b3b3b2f1f1f2r3b3b3b3s3f1f1f3b1w@,f3,b1,f3b1,0,0,0
19163,6b29f3f2b3s1f1f2b+1f#,f2,b+1,f2b+1,0,1,1
19164,4b27f+3m3o1f#,m3,o1,m3o1,0,1,1
19165,6f37b3f3b2f2f1w@,f2,f1,f2f1,0,0,0
19166,6f18f3s3n@,f3,s3,f3s3,0,0,0
19167,5f38b2f2d#,b2,f2,b2f2,0,1,1
19168,4b38f1f1f2b3s3f1f2f3b;2f1f1f1f1f2b3n@,f2,b3,f2b3,0,0,0
19169,6b37b3b3b3b3b1f1f3s3b2f1f1f1f3d#,f1,f3,f1f3,0,1,1
19170,4b37b3b3f1f2f+3b1v2n@,b1,v2,b1v2,0,0,0
19171,c6f28b1f1f2f+3bz1f;1f3b3z1*,b3,z1,b3z1,1,0,1
19172,5f37s3f3n#,s3,f3,s3f3,0,1,1
19173,5b28b3f3w@,b3,f3,b3f3,0,0,0
19174,6f37s3f1r1f1f1f1b+3b3n#,b+3,b3,b+3b3,0,1,1
19175,4b38b3b3b2n@,b3,b2,b3b2,0,0,0
19176,4f38b1f1f1f1f3s2f1*,s2,f1,s2f1,1,0,1
19177,5b29b2f3*,b2,f3,b2f3,1,0,1
19178,5b28f1f3b3n@,f3,b3,f3b3,0,0,0
19179,6f38b3f3b1f2f+3b1v1r1*,v1,r1,v1r1,1,0,1
19180,4b37s1f1f1d#,f1,f1,f1f1,0,1,1
19181,6f38b2f2f1f1f+3m2o2m1x#,o2,m1,o2m1,0,1,1
19182,5b37b1f1f2f3s3f+3b1v1*,b1,v1,b1v1,1,0,1
19183,6f38s3f3b1r2n#,b1,r2,b1r2,0,1,1
19184,6f28f3s3b;1r+3b1*,r+3,b1,r+3b1,1,0,1
19185,5b28f1r2f+3b3z3b1w@,z3,b1,z3b1,0,0,0
19186,4s38f+1f;1v2*,f;1,v2,f;1v2,1,0,1
19187,4b38b3s2u3*,s2,u3,s2u3,1,0,1
19188,4f18f1f3s3s+1f3w#,s+1,f3,s+1f3,0,1,1
19189,6b17f3b2f2b1f1f3x#,f1,f3,f1f3,0,1,1
19190,6b28b3s3s3f1f3d#,f1,f3,f1f3,0,1,1
19191,6b28f3s3b2s1f3s2f3b3b3b3b1f1f+3b3n#,f+3,b3,f+3b3,0,1,1
19192,5f28f+3s3z3m3o3*,m3,o3,m3o3,1,0,1
19193,5b28f1f3b2b1f1f1f3b3b2f+1f2n#,f+1,f2,f+1f2,0,1,1
19194,4b37f+1l1d#,f+1,l1,f+1l1,0,1,1
19195,6s38f+3m2o3m#,m2,o3,m2o3,0,1,1
19196,5f38f1f1f3b3*,f3,b3,f3b3,1,0,1
19197,5f28f3b3b2f3b1f3b3b3f1*,b3,f1,b3f1,1,0,1
19198,4f38b2f+1f3d#,f+1,f3,f+1f3,0,1,1
19199,5f37s+1f3z3s#,f3,z3,f3z3,0,1,1
19200,4b39f2f2f3b3f1w@,b3,f1,b3f1,0,0,0
19201,4f17f+3s2n#,f+3,s2,f+3s2,0,1,1
19202,4f28f2f2f3f3f1f1f3b2b3s1f1f1f2d#,f1,f2,f1f2,0,1,1
19203,5f27f+1l3d#,f+1,l3,f+1l3,0,1,1
19204,4r27f+3b1v1*,b1,v1,b1v1,1,0,1
19205,4b38s1f1f1f3d@,f1,f3,f1f3,0,0,0
19206,5b18f+3s1v^3*,s1,v^3,s1v^3,1,0,1
19207,4b38b3s1f1f3s3s+3b3z1n#,b3,z1,b3z1,0,1,1
19208,4f28b2f+3s3s1f3z2*,f3,z2,f3z2,1,0,1
19209,6b28f1r1f+3m1n#,f+3,m1,f+3m1,0,1,1
19210,5f27f1f2b3y3n@,b3,y3,b3y3,0,0,0
19211,6r28f+1f;3*,f+1,f;3,f+1f;3,1,0,1
19212,5b28f3s3b1f1f3n@,f1,f3,f1f3,0,0,0
19213,6f28f2f1f2s3b3b3b1f2f+3b2z^1*,b2,z^1,b2z^1,1,0,1
19214,4b38f+1f1n#,f+1,f1,f+1f1,0,1,1
19215,6f28f3b2d#,f3,b2,f3b2,0,1,1
19216,4b37f+1f1w@,f+1,f1,f+1f1,0,0,0
19217,6b1f1f3#,f1,f3,f1f3,0,1,1
19218,5s2b3b1@,b3,b1,b3b1,0,0,0
19219,5s2f2b2f2s3b1f3#,b1,f3,b1f3,0,1,1
19220,5s2f3b3b3s1#,b3,s1,b3s1,0,1,1
19221,4sb3b1f1h3=b1@,h3,b1,h3b1,0,0,0
19222,6s3f1f3r3#,f3,r3,f3r3,0,1,1
19223,5s2f3s2f3b2@,f3,b2,f3b2,0,0,0
19224,6s1j3m2o3*,m2,o3,m2o3,1,0,1
19225,6f2f3s2f3b2f1r2f3-@,r2,f3,r2f3,0,0,0
19226,5+s3z3b1#,z3,b1,z3b1,0,1,1
19227,6s2f3b3s2f1+-f3#,f1,f3,f1f3,0,1,1
19228,5+s2z3m3t1#,m3,t1,m3t1,0,1,1
19229,4s3b1r2v3*,r2,v3,r2v3,1,0,1
19230,6f2f3b3z3m3#,z3,m3,z3m3,0,1,1
19231,4b1h3=f3+b2i2f3-z1*,f3,z1,f3z1,1,0,1
19232,4s2y1f1-@,y1,f1,y1f1,0,0,0
19233,5r3b1+r3o3m1o2*,m1,o2,m1o2,1,0,1
19234,5f2h3=b2b2b2b2f3@,b2,f3,b2f3,0,0,0
19235,4f1s3b3s3v3f3*,v3,f3,v3f3,1,0,1
19236,5f2f2f3b3i2=f1f1f2#,f1,f2,f1f2,0,1,1
19237,5b2f3b2f3*,b2,f3,b2f3,1,0,1
19238,5b3s3b3s3b3s3z3#,s3,z3,s3z3,0,1,1
19239,6s3f3s2j1l1o3*,l1,o3,l1o3,1,0,1
19240,5b2f1f1r3f1-*,r3,f1,r3f1,1,0,1
19241,6r3f3s3@,f3,s3,f3s3,0,0,0
19242,5s2f3b2f1*,b2,f1,b2f1,1,0,1
19243,5s3s3y1f3@,y1,f3,y1f3,0,0,0
19244,6b2s3s3@,s3,s3,s3s3,0,0,0
19245,5s3f1f1f1f1#,f1,f1,f1f1,0,1,1
19246,6+s3z3s1-#,z3,s1,z3s1,0,1,1
19247,4s3y1-f1-#,y1,f1,y1f1,0,1,1
19248,5s2s3+b1*,s3,b1,s3b1,1,0,1
19249,6f2b1f2f3s3f1f1r2f2-m1o2=f3s1#,f3,s1,f3s1,0,1,1
19250,6s2f3+m1o1*,m1,o1,m1o1,1,0,1
19251,5+b2v1l3#,v1,l3,v1l3,0,1,1
19252,4s1h1=r2#,h1,r2,h1r2,0,1,1
19253,4f2i1=f1@,i1,f1,i1f1,0,0,0
19254,4f2h1=f3s2f3s2#,f3,s2,f3s2,0,1,1
